Initial_Weight,Final_Weight,Height,Age,Gender
157,155,66,26,female
126,125,63,38,female
274,271,66,38,female
124,124,64,39,female
235,235,64,48,female
220,220,62,59,female
230,234,63,23,female
192,179.8,70,47,female
188,188,68,34,female
188,169,63,28,female
252,247,67,55,female
158,158,64,55,female
114,114,78,40,female
148,152,63,40,female
180.6,178,65,56,female
194,194,67,58,female
186,187.8,67,46,female
165,165,63,49,female
265,264.2,66,39,female
187,182.5,63,32,female
293,265,67,64,female
250,250,65,58,female
210,205,67,57,female
237,209,73,51,male
195,195,62,45,female
210,210,62,52,female
187,187,62,18,female
140,140,61,50,female
135,135,66,41,female
154,154,57,21,female
212,212,66,33,female
225,224,65,45,female
204,199,66,51,female
170,167,67,30,female
165,160,67,29,female
131,131,63,39,female
220,210,71,64,female
138,138,67,21,female
185,185,69,34,female
146,146,64,43,female
158,160,65,48,female
157,155,59,45,female
200,200,71,25,male
173,173,64,36,female
248,248,62,29,female
248,213,66,45,female
207.5,207.5,71,52,female
245,245,69,31,male
120,120,64,27,female
147,147,64,26,female
144,138.5,64,58,female
187,187,66,29,female
154,154,62,50,female
213,210,67,57,female
170,170,64,49,female
300,300,66,51,female
238,238,66,25,female
165,165,59,51,female
136,136,63,46,female
228,216,69,22,male
148,148,66,46,female
276,276,71,61,male
190,190,69,29,male
170,170,64,66,female
171,171,60,57,female
190,190,67,29,male
236,248,64,48,female
168,168,65,30,female
153,149.02,62,22,female
189,189,66,37,female
249,249,64,25,female
155,155,63,41,female
145,145,66,22,female
236,231,72,62,male
310,306,66,41,female
277,277,72,58,male
125,125,62,26,female
194.7,166.65,68,47,male
150,146,68,28,female
200,200,62,53,female
262,262,67,55,female
129,128,60,12,female
150,153,65,43,female
120,119,63,37,female
273,273,63,62,female
188,186,64,36,female
135,126,63,20,female
223.52,209.56,70,45,male
204,204,62,38,female
207,210.5,64,51,female
180,180,66,43,female
340,343,70,32,female
150,150,63,59,female
114,106.5,62,41,female
232,232,70,34,male
253,253,66,34,female
215,215,66,50,female
203,193,64,30,female
170,162,59,36,female
274,274,63,33,female
172,172,63,28,female
181,181,65,24,female
159,159,66,21,female
200,200,69,47,female
148,148,65,50,female
260,265,73,44,male
205,205,71,39,male
149,156,62,38,female
137,131,66,44,female
191,191,66,49,female
268,268,66,63,female
141,141,65,29,female
155,153,64,43,female
180,180,69,65,male
176,176,61,57,female
190,189.9,62,49,female
166,166,67,50,female
154,153,63,45,female
150,142,65,34,female
188,199,68,33,female
185,185,70,63,male
260,260,66,33,female
179,177,67,44,female
155,155,66,30,female
157,157,64,30,female
255,255,65,44,male
197,197,68,53,female
204,204,64,70,female
153,153,63,37,female
171,171,64,24,female
275,275,65,19,female
140,140,66,26,female
200,200,60,36,female
180,180,65,26,female
195,175,67,43,female
149,149,65,43,female
200,193.8,70,27,male
200,200,67,50,female
138,138,66,42,female
154.66,154,66,39,female
237,237,62,28,female
178,178,67,65,female
146,146,63,29,female
158,147,65,33,female
220,210,73,44,male
290,275.4,70,38,female
145,133,65,60,female
170,167,69,22,female
277,277,73,31,male
142,142,66,23,female
190,187.2,65,31,female
215,215,68,36,female
190,192,69,51,female
256,256,66,58,female
165,165,69,51,male
218,218,67,32,female
202,186,66,66,male
255,256,69,28,female
155,154,64,50,female
192,192,69,62,female
205,215,71,38,female
149,146,64,51,female
200,200,63,26,female
180,176,59,36,female
193,202.2,67,52,female
210,210,69,33,female
137,128.6,65,23,female
120,120,66,33,female
140,215,64,28,female
198,179,74,32,male
122,122,61,23,female
270,263,68,23,female
215,209,67,32,female
231,231,66,70,female
174,182,73,44,male
180,182.8,62,51,female
140,140,63,45,female
170,170,64,60,female
206,206,63,36,female
167.65,159.86,62,70,female
347,333.5,69,56,male
237,236,63,30,female
137,137,61,48,female
268,268,66,40,female
177,180,71,35,female
160,153,60,47,female
142,142,66,40,female
150,150,60,49,female
245,245,69,42,female
196,196,63,56,female
159,155,61,47,female
342,297,64,64,female
170,170,66,33,female
142,141.3,65,29,female
187,187,73,27,male
253,240,71,45,male
171,157.5,65,50,female
141,141,63,30,female
210,210,64,34,female
150,150,66,36,female
182,182,66,39,female
190,185.4,62,38,female
151.4,151.2,63,23,female
153,153,64,53,female
258,258,60,42,female
188,188,66,59,female
235,210,65,31,female
198,198,69,38,female
165,165.8,65,38,female
180,180,64,38,female
173,167,64,30,female
210,206.4,67,44,female
155,155,68,31,female
177,170.3,70,50,female
132,123.8,64,60,female
145,143,61,21,female
156,156,61,41,female
232,232,69,26,male
275,275,65,29,female
270,270,60,33,female
177,177,64,35,female
151,150,65,59,female
189,185.6,62,31,female
255.2,227,66,47,female
155,147,64,43,female
267,267,68,62,male
160.5,156.6,65,57,female
247,227,69,24,female
158,155,67,39,female
154,152,66,45,female
230,234,65,54,female
247,236.2,62,49,female
175,167,64,37,female
211.4,212.2,66,57,female
230,236,65,45,female
171,171,66,30,female
248,240,78,27,male
165,165,62,25,female
160,159,65,21,female
137,137,63,30,female
151,149.6,64,45,female
176,174,65,52,female
370,370,68,29,female
140,134,62,19,female
177.9,177.9,63,33,female
277.42,239,65,55,female
245.48,245.48,75,20,male
204,203.2,63,24,female
292.39,271.43,72,56,male
316,316,68,42,male
160,160,67,25,male
150,130.5,68,43,male
140,138,66,41,female
187,184,69,31,male
265,254,74,39,male
168,168,66,31,female
254,228.5,66,47,female
159,133.5,64,37,female
145,145,61,32,female
285,285,63,65,female
118.4,117.6,64,25,female
379.28,376,68,40,male
352,345,69,43,female
192.2,193.8,64,39,female
200,200,62,32,female
245,245,64,65,female
112,112,64,38,female
213,210,64,54,female
163,159.4,68,60,male
175,182.4,66,67,female
215,209,68,52,female
180.5,186,65,49,female
136,142,62,51,female
219,219,65,55,female
235,228.4,70,42,female
175,168.6,65,22,female
205,183.4,70,26,male
235,235,65,42,female
215,214,65,78,female
156,156,64,31,female
174.4,170,68,38,female
145,144,62,33,female
178,173,66,51,female
210,206,64,59,female
188,188,68,42,female
177,177,65,43,female
140,140,63,56,female
263,257.7,65,29,female
270,270,70,38,male
245,245,68,39,female
170,166,64,53,female
188,188,67,28,male
156.5,155,64,54,female
161,161,67,29,female
140,140,69,23,female
193,187.5,64,30,female
315,288,63,45,female
183,183,64,39,female
193,185,63,48,female
379,379,70,29,female
130,130,64,49,female
180,180,64,35,female
114,114,61,37,female
216,216,73,26,male
197,197,61,34,female
168,168,67,58,female
219,212,65,43,female
214,214,66,29,female
224,224,70,52,female
195,192,66,40,female
207,207,67,47,male
227,223.5,67,51,female
243,243,63,49,female
205,205,67,24,female
196.6,153.2,67,34,male
222.63,222.53,65,30,female
144,144,63,26,male
200,200,62,37,female
204,220,67,34,female
175,171.2,66,56,female
300,289,72,26,male
155.6,155,65,53,female
230,230,75,38,male
241,241.2,69,34,male
156,156,66,26,female
246,247.2,64,54,female
233,233,68,44,female
191,191,68,49,female
205,205,71,66,male
194,193.5,70,33,male
260,256,65,37,female
173,153.2,66,54,female
227,227,69,49,male
135,135,63,25,female
191,191,62,49,female
152,153,64,47,female
163,160.5,64,58,female
125,126,62,27,female
220,224.4,66,41,female
167,167.9,66,29,female
171.5,171.5,61,43,female
198,187,67,29,female
186,186,63,38,female
322,322,75,62,male
225,225,70,55,male
150,156,66,55,female
128,126,66,32,female
209,207.6,63,13,female
160,160,67,50,female
134,132.4,61,58,female
176,176,66,45,female
240,240,68,28,female
168,168,65,41,female
231,229,67,52,female
169,165,61,53,female
175,175,72,33,female
265,225.5,62,33,female
162,157,70,45,female
230,230,70,52,female
231,231,67,46,female
248.9,241.4,66,52,female
142,142,62,24,female
259,259,69,54,female
180,178,68,49,female
201,195.5,64,30,female
200,200,64,49,male
255,250,71,40,female
215,215,70,44,male
186,176,63,68,female
160,140,69,44,female
128,128,62,49,female
223.08,220.2,66,53,female
160,173.8,65,43,female
141,141,66,33,female
165,165,70,19,male
153,152,66,36,female
276,274,70,54,male
164,167.5,62,27,female
241,241,65,36,female
185,185,62,29,female
200,200,65,33,female
220,220,64,41,female
227,227,60,50,female
159,159,65,44,female
125,125,60,53,female
200,195.4,72,32,female
226,222,63,56,female
140,136.8,66,39,female
170,166.8,65,25,female
135,130,65,23,female
164,162.5,65,57,female
212.4,189.6,67,33,female
346,346,78,33,male
203,203,64,43,female
245,245,73,43,male
255,264.8,71,40,male
304,304,67,29,female
166,166,66,24,female
160,159.5,68,58,female
153,151,63,62,female
140,140,70,33,female
170,170,61,58,female
158,155,62,23,female
172,172,67,35,female
160,160,61,42,female
115,115,62,24,female
122,122,65,42,female
155,155,62,30,female
151.5,136,63,29,female
179,174,65,26,female
130,130,62,35,female
132,131,61,27,female
140,136,60,28,female
148,148,64,39,female
176,167,62,29,female
279,279,68,28,female
174,174,66,25,female
132,140,65,26,female
231.6,218.4,66,54,female
146,195,61,58,female
278.52,251.8,72,44,male
158,157,64,44,female
158,167.5,63,26,female
216,215,64,51,female
174,175,67,36,female
192,192,70,52,female
180,175.5,65,18,female
209.56,210.56,69,44,female
159,159,67,50,female
243,243,65,51,female
128,128,65,40,female
150,150,63,46,female
269,269,63,44,female
140,140,63,48,female
286,293,66,43,female
146,146,62,56,female
250,250,73,26,male
245,245,72,42,male
283,283,69,33,male
227,225.4,69,33,female
152,149,64,46,female
147,145.5,69,35,female
172,162,63,38,female
143,143,58,35,female
150,150,65,38,female
205,195.4,66,59,female
155,122,68,48,female
175,156.8,66,40,female
240,245,67,25,female
218,225.8,68,33,female
130,130,64,46,female
151,151,63,32,female
238,238,63,54,female
220,220,72,43,female
185,184,68,65,male
152,143,64,31,female
226,226,64,41,female
160,154.8,63,42,female
212,200,72,65,male
153,153,62,53,female
260,260,73,25,male
200,200,72,29,female
191,178,67,36,female
158,158,61,42,female
133,131.3,64,45,female
144,144,65,46,female
187,187,70,33,female
168,168,64,43,female
213,211.5,67,36,female
230,230,66,25,female
161,159,65,44,female
313,313,63,30,female
160,165.5,65,37,female
165,165.5,67,25,female
230,228,68,31,male
216,216,67,22,female
186,161,66,59,female
179,179,65,53,female
136,136,64,29,female
278,256.7,67,58,female
240,230,68,56,female
195,203,71,37,female
140,140,67,27,female
265,265,70,74,male
218,193.19,63,22,female
195,195,67,27,female
125,125,66,33,male
259,216,67,43,female
160,157,67,49,female
142,142,66,45,female
155,146,65,33,female
274,240,67,44,female
206,174,70,50,female
195,190,64,44,female
175,175,61,32,female
173,173,64,39,female
177,175,62,45,female
183,186,67,34,male
135,132,63,26,female
213,213,63,34,female
129,129,62,31,female
170,167.8,69,39,female
288,288,71,54,male
39,39,48,3,female
167,167,63,37,female
184.6,182.4,63,39,female
266,260.4,65,31,female
166,153,65,46,female
230,230,72,46,female
205,205,65,18,female
158,148,62,39,female
163,161,67,40,female
215,210,68,57,female
193,193,68,35,female
201,182.4,65,41,female
228,239.8,63,63,female
199,199,64,46,female
230,230,68,39,male
208,197.8,71,37,male
188,188,62,40,female
182,179.62,71,41,male
160,160,66,37,female
188,188,67,59,female
293,293,65,30,female
255,255,67,49,female
150,147,66,40,female
220,195.6,67,39,female
180.62,159.66,66,52,female
169.5,155,66,55,female
136,135,64,56,female
132,130,64,31,female
173,168,64,33,female
205,205,70,47,male
180,180,66,36,female
199,199,70,51,male
156,156,68,27,female
140,140,68,20,female
136,133,62,30,female
164,168,69,28,female
172,164,64,41,female
168,168,67,29,female
130,130,61,42,female
141,141,63,33,female
171,171,67,46,female
245,240,79,62,male
121,111.8,60,32,female
158,151.5,66,41,male
140,140,63,27,female
305,305,69,42,female
173,171,63,44,female
151,151,63,56,female
152,154,66,51,female
185,182.6,63,27,female
169,169,66,36,female
186,161.6,67,53,female
177.5,178,66,39,female
220,220,70,71,male
315,315,77,45,male
265,265,65,51,female
138,136,65,35,female
160,159,67,40,female
166,166,65,29,female
165,165,68,33,male
195,185,68,42,female
162,162,64,31,female
236,233,70,51,male
175,175,65,21,female
176,161.4,65,41,female
150,139,66,124,female
160,149,66,28,female
188,191,66,38,female
268,268,63,59,female
288,288,63,53,female
160,160,63,39,female
179,179,68,40,male
187,185.5,63,34,female
140,140,65,37,female
176,171.8,64,34,female
217,211,65,45,female
200,183,65,39,female
159,159,68,28,female
170,170,66,22,female
143,143,67,44,female
231,216,70,33,male
290,290,69,37,female
172,172,70,23,female
165,156,63,31,female
206,206,63,52,female
180,180,62,54,female
287,281.5,76,45,male
169,169,64,60,female
218,216.5,69,40,male
270,270,72,46,male
172,172,67,55,female
194,194,65,44,female
262,262,75,20,male
155,142.5,64,42,female
175,168,71,53,male
210,210,64,51,female
152,163,66,32,female
433,433,63,25,female
150,145.5,65,37,male
297,297,65,50,female
228,228,68,44,female
188,188,66,47,male
175,175,66,20,female
256,256,61,41,female
200,200,72,53,male
180,180,70,27,male
185,185,70,63,male
217,217,66,62,female
126,126,69,23,female
191,202,67,64,male
180,180,65,43,female
230,230,64,33,female
190,195,73,36,male
155,146.4,69,49,female
162,159.8,68,42,female
160,148,64,35,female
200,200,69,38,female
195,195,68,22,male
178,178,68,50,male
153,153,63,28,female
193,193,65,41,female
214,231,69,25,female
194,193,68,45,female
160,160,69,45,female
201,193.2,71,33,male
207,207,66,57,female
244,244,69,30,male
198,198,60,51,female
251,235,63,62,female
240,240,62,45,female
176,176,70,53,female
257,257,72,32,male
189,165,63,71,female
230,229.7,66,32,female
132,132,69,41,female
175,180,65,33,male
142,142.2,64,45,female
186,186,66,51,female
258,258,66,50,female
190,190,67,63,female
286,239,63,52,female
131,129.8,63,35,female
140.6,139.8,64,36,female
168,168,64,38,female
135,126,65,27,female
209,213,65,39,female
210,210,63,48,female
227,227,61,48,female
167,153,65,42,female
162,162,69,29,female
183,183,67,29,male
137,125,64,43,female
144,145,68,25,female
126,126,64,65,female
130,130,68,34,female
146,146,66,47,female
181,181,70,33,male
210,210,60,60,female
120,117,62,38,female
215,212,63,35,female
172,172,64,39,female
188,188,67,60,female
165,165,65,37,female
345,268,62,49,female
128,126.8,59,42,female
209,200,62,26,female
165,164.2,70,45,male
140,138.8,67,28,female
142,142,65,28,female
192,192,73,42,male
169,166,60,38,female
236,234.7,60,47,female
172,164,66,49,female
173,173,64,31,female
239,239,69,38,female
220,220,64,51,female
334,324.2,68,35,female
172,172,68,59,female
168,161,67,52,female
156,153.3,67,61,female
155,152,67,46,female
210,215,68,45,female
185,201,64,51,female
129,127,66,28,female
220,220,66,26,female
185,176,67,42,female
189.6,183.22,69,46,female
145,145,68,40,female
186,186,70,24,female
143,143,68,37,female
236,194,68,39,female
220,220,65,58,female
156,139.6,67,25,female
257,235,67,50,female
180,180,64,51,female
138,138,64,48,female
142,145,60,21,female
148,148,66,54,female
166,161,66,42,female
148,148,62,24,female
227,231,68,39,female
195,195,64,35,female
242,232.4,65,43,female
210,210,66,48,female
175,175,68,44,male
180,179,68,35,female
225,220,65,53,female
219.5,204,64,61,female
270,264.4,74,39,male
231,231,68,37,female
185,180,67,27,female
209,209,64,69,female
153,148,66,16,female
185,185,62,51,female
173.4,173.4,66,38,female
150,150,60,34,female
126,126,64,44,female
198,198,66,53,female
197,196.8,61,56,female
158,158,64,32,female
320,320,70,52,male
195,191,73,32,male
160,157.5,65,51,female
134,135,65,31,female
204,204,64,33,female
222,222,64,22,female
207,207,64,23,female
268,268,64,53,female
144,144,63,56,female
233.8,229.8,63,58,female
120,120,61,49,female
219,219,63,43,female
140,130,67,39,female
160,160,62,28,female
172,169,64,55,female
95,90,64,27,female
123,123,60,21,female
163,163,65,31,female
295,295,68,28,female
251,250,64,33,female
180,180,66,56,female
140,140,66,44,female
264,258,64,69,female
132,132,66,43,female
190,190,64,58,female
189,189,67,52,female
136,132,65,39,female
140,140.8,62,27,female
160,160,67,46,female
161,161,64,58,female
142,123.8,64,39,female
130,126.2,63,47,female
166.2,164.2,66,55,female
198,189,64,47,female
116,116,62,39,female
177,176,66,32,female
207,185,62,50,female
210,210,66,30,male
189,184,64,57,female
208,208,72,55,male
137,137,63,77,female
138,137,65,43,female
183,183,63,50,female
173,172,64,27,female
150,147.5,62,42,female
125,115.8,60,32,female
147,147,68,59,male
259,259,68,54,female
112,112,63,29,female
276,276,65,30,female
183,183,63,55,female
153,155,68,42,female
250,250,68,40,female
145,145,67,33,female
237,221.6,64,29,female
230,230,64,36,female
141,140.8,62,48,female
232,232,66,53,female
194,194,71,29,male
195,201.4,62,50,female
211,211,66,25,female
155,154,65,39,female
187,187,68,37,female
156,156,67,58,female
166,161.5,63,55,female
238,238,63,36,female
120,122,60,53,female
218,218.8,68,28,female
157,157,64,35,female
203,203,64,68,female
127.5,128.5,64,26,female
157,157,62,17,female
225,210,67,43,female
225,224,66,46,female
124,124,62,53,female
222,222,77,16,male
205,205,69,55,female
125,127,62,26,female
239.5,260,72,49,male
135,127,67,62,female
205,205,66,51,female
260,260,65,48,female
215,215,66,23,female
212,212,62,19,female
139,139,66,38,female
150,150.5,67,26,female
361,344.2,64,28,female
218,221,67,26,female
399,399,70,50,male
160,160,62,47,female
178,178,64,25,female
114,114,67,42,female
138,138,66,48,female
148,148,66,52,female
155,153,68,30,female
197,220,61,13,female
204,199,63,49,female
209,203,65,56,female
160,160,62,71,female
139,139,64,54,female
188,188,63,67,female
152,154.5,65,45,female
257,257,74,68,male
156,156,65,23,female
179,179,65,46,female
172,170,67,35,female
241,253,69,39,female
200,184.4,67,48,female
175,175,65,35,female
185,166.6,67,29,female
183,183,63,46,female
121,121,60,41,female
202,199.4,65,40,female
200,200,63,66,female
145,145,65,48,female
326,326,66,26,female
190,183,64,47,female
130,130,61,40,female
235,222,66,53,female
199,160,67,50,female
280,280,68,58,male
185,185,62,21,female
130,130,62,20,female
224,201,72,39,male
235,235,66,49,female
200,200,65,37,female
191,189.5,63,59,female
200,191,64,54,female
210,210,70,35,female
165,165,64,37,female
220,220,72,20,male
158,143,68,63,male
266,266,67,35,female
180,179,68,42,female
241,247,68,38,female
145,133,64,37,female
170,164.2,65,37,female
242,271.2,65,37,female
122,122,66,17,female
170,167,64,48,female
155,153,70,71,male
185,185,62,49,female
158,158,66,32,female
177,177,68,23,female
149,149,63,63,female
212,211.2,65,46,female
218,218,66,48,female
148,145.5,61,24,female
182,176,62,43,female
192,187,68,38,female
176,176,64,46,female
155,149.8,65,25,female
160,160,64,51,female
175,175,66,27,female
175,178,64,45,female
330,325,71,44,male
157,157,66,30,female
183,185.2,67,37,female
155,161,62,40,female
170,167,68,29,female
143,134.4,64,36,female
200,200,63,30,female
193,193,67,49,female
134,139,65,48,female
295,301,70,52,female
234,233.5,68,30,female
300,300,68,28,female
211,211,70,38,male
185,185,63,32,female
123,123,62,46,female
128,126,60,50,female
184,184,61,32,female
270,270,73,39,male
244,244,67,44,female
186,170.8,69,70,male
280,251.5,65,36,female
165,165,70,35,female
153,156,63,50,female
124,124,65,23,female
180,180,62,33,female
115,115,60,56,female
231,231,62,54,female
238,238,62,52,female
213,213,67,57,female
158,156.6,64,46,female
128,128,61,50,female
149,149,63,55,female
190,186,57,47,female
180,180,70,60,male
227,210,62,35,female
232,213,66,47,female
172,174,67,56,female
190,187.6,62,51,female
189,185,65,31,female
180,182,66,56,male
138,138,66,27,female
162,162,66,57,female
145,136,68,20,female
141,136.6,65,33,female
136,136,61,14,female
170,155.8,64,26,female
165,161,62,37,female
143,143,67,37,female
123,123,60,37,female
246,246,65,44,female
170,170,65,48,female
320,320,66,59,female
132,131,67,27,female
154,154,62,61,female
260,260,68,36,female
208,192,64,56,female
214,205,65,69,female
230,230,61,53,female
142,142.5,64,30,female
176,176,61,46,female
136,136.5,64,29,female
198,190.6,69,46,male
136,133,64,42,female
230,233.4,65,63,female
247,247,67,56,female
165,165,62,49,female
250,250,71,23,male
120,116,65,23,female
130,130,58,31,female
282,278.6,69,34,female
159,157.8,65,57,female
170,167.4,65,26,female
286,281,71,20,male
200,200,66,52,female
150,155,63,53,female
184.61,180.62,72,59,male
136,136,61,16,female
286,286,62,64,female
200,190,63,49,female
275,275,67,52,female
180,176.5,63,57,female
260,260,67,69,male
199,199,63,73,female
150,152,64,26,female
245,245,67,44,female
130,129,62,26,female
210,210,67,54,female
295,224,71,26,male
190,190,72,20,male
140,140,70,34,female
235,223,72,44,male
332,304.8,70,29,male
148,148,66,53,female
251,226,65,45,female
134,134,65,25,female
218,200.6,62,38,female
165,164.5,63,39,female
165,165,64,72,female
185,185,72,36,male
190,190,71,30,female
195,195,66,58,female
205,205,63,58,female
135,134,65,25,female
154,154,65,45,female
200,200,64,46,female
175,165,64,37,female
219.7,208,74,27,male
135,135,62,55,female
147,147,62,44,female
180,179,64,51,female
228,228,67,34,female
242,242,63,33,female
206,205,70,40,male
107,107,60,56,female
198,198,64,45,female
162,162,69,21,male
179,179,63,41,female
166,166,60,59,female
151,151,64,29,female
203,200,70,62,female
224,223.4,66,58,female
142,141.2,66,46,female
145,145,66,33,female
214,160,67,35,female
240,240,67,30,female
230,230,61,51,female
190,190,66,34,female
217,217,62,45,female
275,270,72,65,male
223,223,63,40,female
160,157,69,15,female
150,150,66,19,female
217,217,63,57,female
168,168,68,51,female
150,150.2,62,62,female
155,154,62,49,female
148,148,65,32,female
190,190,65,44,female
154.5,148.5,67,64,female
225,208,63,27,female
225,225,69,39,female
300,300,66,42,female
230,230,66,69,female
198,191.2,67,37,female
150,150,64,46,female
185,185,63,20,female
178,171.5,65,24,female
170,165,67,33,female
220,220,66,23,female
184,174,64,43,female
131,131,62,28,female
164,162,65,40,female
194.9,204,67,44,female
286,286,72,55,female
145,145,66,60,male
150,150,63,64,female
149,149,62,49,female
175,176,67,47,female
195,195,67,27,female
280,280,66,25,female
140,139.5,69,29,female
232,232,64,51,female
218,184.2,72,36,male
134,139,62,45,female
260,260,67,35,female
123,123,62,34,female
130,130,63,20,female
154,154,61,49,female
242,238.9,70,40,male
250,250,71,74,male
188,188,67,43,female
200,197,67,61,female
196,196,66,45,female
218,218,69,25,male
158,154,61,40,female
118,116.5,62,30,female
230,230,64,53,female
146,146,65,55,female
197,197,66,29,female
214,214,71,39,male
191,188,64,53,female
147,142,64,37,female
164,163.9,67,73,female
185,185,64,54,female
162,159,64,66,female
144,146.6,64,40,female
153,153,69,53,female
153.8,130.4,64,54,female
153,153,64,74,female
137,137,66,28,female
131.6,131.6,62,27,female
154,154,61,54,female
238,238,70,74,male
178,178,68,55,female
169,169,66,36,female
190,185,65,44,female
169,169,64,31,female
205,205,64,34,female
164,162.8,63,43,female
194,194,63,45,female
133,132.5,66,55,female
239,239,60,54,female
150,150,66,57,female
205,205,67,36,female
177,173.5,70,32,female
152,152,68,51,female
215,218.5,65,28,female
187,187,65,28,female
180,180,70,48,female
161,161,67,21,female
170,166,63,45,female
144,141,63,47,female
282,279.4,64,33,female
254,254,71,37,female
199,199,62,54,female
162,155,63,53,female
141,145,60,30,female
203,203,66,37,female
166,166,65,32,female
153.2,152,67,31,female
215,218,63,31,female
225,225,75,30,male
165,165,70,39,male
215,215,70,36,female
217,213,63,50,female
180,180,67,37,female
156,156,60,43,female
155,155,61,25,female
228,221,66,50,female
228,228,73,35,male
180,180,65,56,female
229.46,228.12,70,60,female
205,211,66,63,male
222,233,69,50,female
240,231,64,49,female
234,234,66,46,female
192,192,65,38,female
146,146,62,41,female
150,150,65,70,female
128,128,64,31,female
134,134,63,46,female
365,365,79,24,male
160,160,65,30,female
245,242,69,18,female
154,154,68,39,female
150,147,66,51,female
213,213,64,38,female
125,130.6,63,29,female
195,191.5,66,59,female
433,399,68,38,male
144,142,65,24,female
120,120,61,36,female
206,200,69,50,female
175,165.8,63,38,female
238,233,71,26,male
151,150.6,67,40,female
223,223,70,35,female
180,180,69,56,female
108,108,66,22,female
117,113.8,61,45,female
204,204,62,47,female
155,148.6,65,65,female
212,212,65,350,female
269,247,64,44,female
335,326,65,25,female
185,174,66,51,female
203,189.6,59,34,female
223,220,74,46,male
153,151.5,61,49,female
203,203,70,49,female
177,175.2,63,33,female
211.55,195.59,67,42,male
236,223,69,39,female
145,145,62,22,female
149,153.2,65,38,female
210,208,62,46,female
210,210,67,57,female
230,230,70,51,female
175,162.2,65,25,female
223,223,66,54,female
148,148,66,35,female
249,249,67,54,female
245,194,71,31,male
200,200,71,31,female
192,192,67,33,female
265,263.2,75,64,male
215,215,70,67,male
220,229,73,35,male
137,137,63,45,female
155,139,64,40,female
248,248,70,40,male
154,153.5,68,40,female
181,178,65,42,female
147,147,64,64,female
237,236.6,78,60,male
189,189,65,33,female
244,242.6,71,42,male
187,188.2,71,42,male
207,205.5,66,40,female
186,183,67,25,female
243,243,65,40,female
171,171,66,34,female
228,223.4,67,53,female
154,155,63,53,female
130,130,64,19,female
200,205,69,43,female
220,220,63,41,female
170,183,60,54,female
211,211,65,37,female
286,286,71,37,female
323,325.8,66,45,female
173,165,70,36,female
193,196,72,54,male
150,150,60,50,female
195,200,64,78,female
210,201,68,59,female
156,156,63,37,female
180,180,69,19,female
212,212,63,54,female
154,157,64,36,female
272,272,65,44,female
135,135,63,30,female
170,170,69,36,female
208,194,66,32,female
260,260,80,47,female
220,220,61,39,female
294,284,65,53,female
152,147.5,71,36,female
228.2,228.2,68,37,female
220,220,64,52,female
150,150,64,41,female
153,155,68,44,female
135,143,60,46,female
265,265,68,36,female
162,162,63,67,female
202.38,200.58,69,36,female
150,150,65,41,female
145,145,66,50,female
250.2,246.2,66,48,female
116,116,60,32,female
197,196,64,47,female
220,220,64,63,female
145,145,64,26,female
270,270,66,35,female
138,147.4,64,45,female
145,145,65,40,female
155,155,66,24,female
202,229,66,62,female
260,260,66,36,female
187,186,65,38,female
167,150.8,67,36,female
145,145,61,46,female
260,260,62,23,female
206,206,62,53,female
180,183,66,64,female
225,225,68,40,female
160,160,67,24,female
237,237,62,37,female
171,171,67,31,female
190,191.4,62,61,female
164,158.2,63,21,female
179,177.9,70,41,female
146,146,64,57,female
178.8,175,66,30,female
150,150,65,44,female
140,140,63,24,female
170.4,166.8,64,52,female
165,165,62,44,female
275,283,66,66,female
148,149,62,42,female
120,120,64,53,female
185,185,67,46,female
171,171,71,25,female
160,160,67,42,female
147.6,146.6,62,41,female
180,180,63,31,female
235,235,74,36,male
345,334,68,49,female
273,273,69,33,female
155,157.5,64,35,female
162,162,63,54,female
230,230,69,52,male
132,132,68,34,female
175,175,65,59,female
207,195,66,35,female
185,185,66,25,female
145,195,64,36,female
217,217,70,43,male
198,198,67,31,female
135,135,65,53,female
151,150,65,41,female
198,189,64,56,female
245,245,62,49,female
309,309,64,53,female
192,192,64,58,female
245,245,71,-2948,male
170,170,63,62,female
251,249,73,43,male
253.7,243,66,32,female
154,154,67,29,female
186,185.5,65,42,female
134,134,60,40,female
230.2,230.2,68,37,female
166,166,66,30,female
248,248,73,39,male
245,245,66,55,female
135,134,64,66,female
213,213,68,51,male
145,145,60,37,female
205,205,64,48,female
119.8,119.4,61,41,female
152,150.6,64,44,female
196,196,68,59,female
150,151,62,44,female
175,172,66,55,female
125,125,63,54,female
211,211,64,38,female
132,132,68,41,female
209,209,66,34,female
258,250,63,35,female
175,174.5,67,35,female
268,267,68,59,female
188,188,67,60,female
195,186,62,44,female
176,163.8,66,31,female
175,175,65,36,female
162,162,66,28,female
215,216.5,67,61,female
375,325,68,28,female
269.5,259.38,70,40,male
138,133.3,62,55,female
204,210,66,29,female
242,242.5,65,50,female
180,180,61,45,female
210,210,65,66,female
227,227,69,22,male
314,326.4,67,25,female
157,157,64,29,female
200,199,64,41,female
214.8,209.8,72,25,male
145,145,63,35,female
148,149.6,66,29,female
157,160,62,43,female
226,225,65,23,female
176,174.8,66,39,female
134,134,69,22,female
240,237,64,34,female
197.56,192,64,23,female
150,150,69,31,female
138,138,64,46,female
235,235,72,21,male
229.4,229.4,63,46,female
180,180,64,40,female
104,104,60,23,female
135,135,61,32,female
220,220,62,38,female
227,227,61,43,female
